idReferencia~UniProtID~Titulo~Anio~Autores
11~Q96IC2~Complete sequencing and characterization of 21,243 full-length human cDNAs.~2004~['Ota T.', 'Suzuki Y.', 'Nishikawa T.', 'Otsuki T.', 'Sugiyama T.', 'Irie R.', 'Wakamatsu A.', 'Hayashi K.', 'Sato H.', 'Nagai K.', 'Kimura K.', 'Makita H.', 'Sekine M.', 'Obayashi M.', 'Nishi T.', 'Shibahara T.', 'Tanaka T.', 'Ishii S.', 'Yamamoto J.', 'Saito K.', 'Kawai Y.', 'Isono Y.', 'Nakamura Y.', 'Nagahari K.', 'Murakami K.', 'Yasuda T.', 'Iwayanagi T.', 'Wagatsuma M.', 'Shiratori A.', 'Sudo H.', 'Hosoiri T.', 'Kaku Y.', 'Kodaira H.', 'Kondo H.', 'Sugawara M.', 'Takahashi M.', 'Kanda K.', 'Yokoi T.', 'Furuya T.', 'Kikkawa E.', 'Omura Y.', 'Abe K.', 'Kamihara K.', 'Katsuta N.', 'Sato K.', 'Tanikawa M.', 'Yamazaki M.', 'Ninomiya K.', 'Ishibashi T.', 'Yamashita H.', 'Murakawa K.', 'Fujimori K.', 'Tanai H.', 'Kimata M.', 'Watanabe M.', 'Hiraoka S.', 'Chiba Y.', 'Ishida S.', 'Ono Y.', 'Takiguchi S.', 'Watanabe S.', 'Yosida M.', 'Hotuta T.', 'Kusano J.', 'Kanehori K.', 'Takahashi-Fujii A.', 'Hara H.', 'Tanase T.-O.', 'Nomura Y.', 'Togiya S.', 'Komai F.', 'Hara R.', 'Takeuchi K.', 'Arita M.', 'Imose N.', 'Musashino K.', 'Yuuki H.', 'Oshima A.', 'Sasaki N.', 'Aotsuka S.', 'Yoshikawa Y.', 'Matsunawa H.', 'Ichihara T.', 'Shiohata N.', 'Sano S.', 'Moriya S.', 'Momiyama H.', 'Satoh N.', 'Takami S.', 'Terashima Y.', 'Suzuki O.', 'Nakagawa S.', 'Senoh A.', 'Mizoguchi H.', 'Goto Y.', 'Shimizu F.', 'Wakebe H.', 'Hishigaki H.', 'Watanabe T.', 'Sugiyama A.', 'Takemoto M.', 'Kawakami B.', 'Yamazaki M.', 'Watanabe K.', 'Kumagai A.', 'Itakura S.', 'Fukuzumi Y.', 'Fujimori Y.', 'Komiyama M.', 'Tashiro H.', 'Tanigami A.', 'Fujiwara T.', 'Ono T.', 'Yamada K.', 'Fujii Y.', 'Ozaki K.', 'Hirao M.', 'Ohmori Y.', 'Kawabata A.', 'Hikiji T.', 'Kobatake N.', 'Inagaki H.', 'Ikema Y.', 'Okamoto S.', 'Okitani R.', 'Kawakami T.', 'Noguchi S.', 'Itoh T.', 'Shigeta K.', 'Senba T.', 'Matsumura K.', 'Nakajima Y.', 'Mizuno T.', 'Morinaga M.', 'Sasaki M.', 'Togashi T.', 'Oyama M.', 'Hata H.', 'Watanabe M.', 'Komatsu T.', 'Mizushima-Sugano J.', 'Satoh T.', 'Shirai Y.', 'Takahashi Y.', 'Nakagawa K.', 'Okumura K.', 'Nagase T.', 'Nomura N.', 'Kikuchi H.', 'Masuho Y.', 'Yamashita R.', 'Nakai K.', 'Yada T.', 'Nakamura Y.', 'Ohara O.', 'Isogai T.', 'Sugano S.']
12~Q96IC2~Genome duplications and other features in 12 Mb of DNA sequence from human chromosome 16p and 16q.~1999~['Loftus B.J.', 'Kim U.-J.', 'Sneddon V.P.', 'Kalush F.', 'Brandon R.', 'Fuhrmann J.', 'Mason T.', 'Crosby M.L.', 'Barnstead M.', 'Cronin L.', 'Mays A.D.', 'Cao Y.', 'Xu R.X.', 'Kang H.-L.', 'Mitchell S.', 'Eichler E.E.', 'Harris P.C.', 'Venter J.C.', 'Adams M.D.']
13~Q9Y2T7~Contrin, the human homologue of a germ-cell Y-box-binding protein: cloning, expression, and chromosomal localization.~1999~['Tekur S.', 'Pawlak A.', 'Guellaen G.', 'Hecht N.B.']
14~Q9Y2T7~ ~2005~['Mural R.J.', 'Istrail S.', 'Sutton G.G.', 'Florea L.', 'Halpern A.L.', 'Mobarry C.M.', 'Lippert R.', 'Walenz B.', 'Shatkay H.', 'Dew I.', 'Miller J.R.', 'Flanigan M.J.', 'Edwards N.J.', 'Bolanos R.', 'Fasulo D.', 'Halldorsson B.V.', 'Hannenhalli S.', 'Turner R.', 'Yooseph S.', 'Lu F.', 'Nusskern D.R.', 'Shue B.C.', 'Zheng X.H.', 'Zhong F.', 'Delcher A.L.', 'Huson D.H.', 'Kravitz S.A.', 'Mouchard L.', 'Reinert K.', 'Remington K.A.', 'Clark A.G.', 'Waterman M.S.', 'Eichler E.E.', 'Adams M.D.', 'Hunkapiller M.W.', 'Myers E.W.', 'Venter J.C.']
15~Q9Y2T7~The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).~2004~ 
16~Q9Y2T7~Expression of Y-box-binding protein dbpC/contrin, a potentially new cancer/testis antigen.~2006~['Kohno Y.', 'Matsuki Y.', 'Tanimoto A.', 'Izumi H.', 'Uchiumi T.', 'Kohno K.', 'Shimajiri S.', 'Sasaguri Y.']
17~O75534~Organization of the human N-ras locus: characterization of a gene located immediately upstream of N-ras.~1991~['Nicolaiew N.', 'Triqueneaux G.', 'Dautry F.']
18~O75534~Gene expression profiling in the human hypothalamus-pituitary-adrenal axis and full-length cDNA cloning.~2000~['Hu R.-M.', 'Han Z.-G.', 'Song H.-D.', 'Peng Y.-D.', 'Huang Q.-H.', 'Ren S.-X.', 'Gu Y.-J.', 'Huang C.-H.', 'Li Y.-B.', 'Jiang C.-L.', 'Fu G.', 'Zhang Q.-H.', 'Gu B.-W.', 'Dai M.', 'Mao Y.-F.', 'Gao G.-F.', 'Rong R.', 'Ye M.', 'Zhou J.', 'Xu S.-H.', 'Gu J.', 'Shi J.-X.', 'Jin W.-R.', 'Zhang C.-K.', 'Wu T.-M.', 'Huang G.-Y.', 'Chen Z.', 'Chen M.-D.', 'Chen J.-L.']
19~O75534~Prediction of the coding sequences of unidentified human genes. XII. The complete sequences of 100 new cDNA clones from brain which code for large proteins in vitro.~1998~['Nagase T.', 'Ishikawa K.', 'Suyama M.', 'Kikuno R.', 'Hirosawa M.', 'Miyajima N.', 'Tanaka A.', 'Kotani H.', 'Nomura N.', 'Ohara O.']
20~O75534~Complete sequencing and characterization of 21,243 full-length human cDNAs.~2004~['Ota T.', 'Suzuki Y.', 'Nishikawa T.', 'Otsuki T.', 'Sugiyama T.', 'Irie R.', 'Wakamatsu A.', 'Hayashi K.', 'Sato H.', 'Nagai K.', 'Kimura K.', 'Makita H.', 'Sekine M.', 'Obayashi M.', 'Nishi T.', 'Shibahara T.', 'Tanaka T.', 'Ishii S.', 'Yamamoto J.', 'Saito K.', 'Kawai Y.', 'Isono Y.', 'Nakamura Y.', 'Nagahari K.', 'Murakami K.', 'Yasuda T.', 'Iwayanagi T.', 'Wagatsuma M.', 'Shiratori A.', 'Sudo H.', 'Hosoiri T.', 'Kaku Y.', 'Kodaira H.', 'Kondo H.', 'Sugawara M.', 'Takahashi M.', 'Kanda K.', 'Yokoi T.', 'Furuya T.', 'Kikkawa E.', 'Omura Y.', 'Abe K.', 'Kamihara K.', 'Katsuta N.', 'Sato K.', 'Tanikawa M.', 'Yamazaki M.', 'Ninomiya K.', 'Ishibashi T.', 'Yamashita H.', 'Murakawa K.', 'Fujimori K.', 'Tanai H.', 'Kimata M.', 'Watanabe M.', 'Hiraoka S.', 'Chiba Y.', 'Ishida S.', 'Ono Y.', 'Takiguchi S.', 'Watanabe S.', 'Yosida M.', 'Hotuta T.', 'Kusano J.', 'Kanehori K.', 'Takahashi-Fujii A.', 'Hara H.', 'Tanase T.-O.', 'Nomura Y.', 'Togiya S.', 'Komai F.', 'Hara R.', 'Takeuchi K.', 'Arita M.', 'Imose N.', 'Musashino K.', 'Yuuki H.', 'Oshima A.', 'Sasaki N.', 'Aotsuka S.', 'Yoshikawa Y.', 'Matsunawa H.', 'Ichihara T.', 'Shiohata N.', 'Sano S.', 'Moriya S.', 'Momiyama H.', 'Satoh N.', 'Takami S.', 'Terashima Y.', 'Suzuki O.', 'Nakagawa S.', 'Senoh A.', 'Mizoguchi H.', 'Goto Y.', 'Shimizu F.', 'Wakebe H.', 'Hishigaki H.', 'Watanabe T.', 'Sugiyama A.', 'Takemoto M.', 'Kawakami B.', 'Yamazaki M.', 'Watanabe K.', 'Kumagai A.', 'Itakura S.', 'Fukuzumi Y.', 'Fujimori Y.', 'Komiyama M.', 'Tashiro H.', 'Tanigami A.', 'Fujiwara T.', 'Ono T.', 'Yamada K.', 'Fujii Y.', 'Ozaki K.', 'Hirao M.', 'Ohmori Y.', 'Kawabata A.', 'Hikiji T.', 'Kobatake N.', 'Inagaki H.', 'Ikema Y.', 'Okamoto S.', 'Okitani R.', 'Kawakami T.', 'Noguchi S.', 'Itoh T.', 'Shigeta K.', 'Senba T.', 'Matsumura K.', 'Nakajima Y.', 'Mizuno T.', 'Morinaga M.', 'Sasaki M.', 'Togashi T.', 'Oyama M.', 'Hata H.', 'Watanabe M.', 'Komatsu T.', 'Mizushima-Sugano J.', 'Satoh T.', 'Shirai Y.', 'Takahashi Y.', 'Nakagawa K.', 'Okumura K.', 'Nagase T.', 'Nomura N.', 'Kikuchi H.', 'Masuho Y.', 'Yamashita R.', 'Nakai K.', 'Yada T.', 'Nakamura Y.', 'Ohara O.', 'Isogai T.', 'Sugano S.']
21~P26599~Characterization of cDNAs encoding the polypyrimidine tract-binding protein.~1991~['Gil A.', 'Sharp P.A.', 'Jamison S.F.', 'Garcia-Blanco M.A.']
22~P26599~Characterization and molecular cloning of polypyrimidine tract-binding protein: a component of a complex necessary for pre-mRNA splicing.~1991~['Patton J.G.', 'Mayer S.A.', 'Tempst P.', 'Nadal-Ginard B.']
23~P26599~hnRNP I, the polypyrimidine tract-binding protein: distinct nuclear localization and association with hnRNAs.~1992~['Ghetti A.', 'Pinol-Roma S.', 'Michael W.', 'Morandi C.', 'Dreyfuss G.']
24~P26599~Cloning of human full-length CDSs in BD Creator(TM) system donor vector.~2003~['Kalnine N.', 'Chen X.', 'Rolfs A.', 'Halleck A.', 'Hines L.', 'Eisenstein S.', 'Koundinya M.', 'Raphael J.', 'Moreira D.', 'Kelley T.', 'LaBaer J.', 'Lin Y.', 'Phelan M.', 'Farmer A.']
25~Q8IXZ2~DNA sequence and analysis of human chromosome 8.~2006~['Nusbaum C.', 'Mikkelsen T.S.', 'Zody M.C.', 'Asakawa S.', 'Taudien S.', 'Garber M.', 'Kodira C.D.', 'Schueler M.G.', 'Shimizu A.', 'Whittaker C.A.', 'Chang J.L.', 'Cuomo C.A.', 'Dewar K.', 'FitzGerald M.G.', 'Yang X.', 'Allen N.R.', 'Anderson S.', 'Asakawa T.', 'Blechschmidt K.', 'Bloom T.', 'Borowsky M.L.', 'Butler J.', 'Cook A.', 'Corum B.', 'DeArellano K.', 'DeCaprio D.', 'Dooley K.T.', 'Dorris L. III', 'Engels R.', 'Gloeckner G.', 'Hafez N.', 'Hagopian D.S.', 'Hall J.L.', 'Ishikawa S.K.', 'Jaffe D.B.', 'Kamat A.', 'Kudoh J.', 'Lehmann R.', 'Lokitsang T.', 'Macdonald P.', 'Major J.E.', 'Matthews C.D.', 'Mauceli E.', 'Menzel U.', 'Mihalev A.H.', 'Minoshima S.', 'Murayama Y.', 'Naylor J.W.', 'Nicol R.', 'Nguyen C.', "O'Leary S.B.", "O'Neill K.", 'Parker S.C.J.', 'Polley A.', 'Raymond C.K.', 'Reichwald K.', 'Rodriguez J.', 'Sasaki T.', 'Schilhabel M.', 'Siddiqui R.', 'Smith C.L.', 'Sneddon T.P.', 'Talamas J.A.', 'Tenzin P.', 'Topham K.', 'Venkataraman V.', 'Wen G.', 'Yamazaki S.', 'Young S.K.', 'Zeng Q.', 'Zimmer A.R.', 'Rosenthal A.', 'Birren B.W.', 'Platzer M.', 'Shimizu N.', 'Lander E.S.']
26~Q8IXZ2~The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).~2004~ 
27~Q8IXZ2~Prediction of the coding sequences of unidentified human genes. IV. The coding sequences of 40 new genes (KIAA0121-KIAA0160) deduced by analysis of cDNA clones from human cell line KG-1.~1995~['Nagase T.', 'Seki N.', 'Tanaka A.', 'Ishikawa K.', 'Nomura N.']
28~Q8IXZ2~Global, in vivo, and site-specific phosphorylation dynamics in signaling networks.~2006~['Olsen J.V.', 'Blagoev B.', 'Gnad F.', 'Macek B.', 'Kumar C.', 'Mortensen P.', 'Mann M.']
29~P43243~Prediction of the coding sequences of unidentified human genes. XI. The complete sequences of 100 new cDNA clones from brain which code for large proteins in vitro.~1998~['Nagase T.', 'Ishikawa K.', 'Suyama M.', 'Kikuno R.', 'Miyajima N.', 'Tanaka A.', 'Kotani H.', 'Nomura N.', 'Ohara O.']
30~P43243~Gene expression profiling in the human hypothalamus-pituitary-adrenal axis and full-length cDNA cloning.~2000~['Hu R.-M.', 'Han Z.-G.', 'Song H.-D.', 'Peng Y.-D.', 'Huang Q.-H.', 'Ren S.-X.', 'Gu Y.-J.', 'Huang C.-H.', 'Li Y.-B.', 'Jiang C.-L.', 'Fu G.', 'Zhang Q.-H.', 'Gu B.-W.', 'Dai M.', 'Mao Y.-F.', 'Gao G.-F.', 'Rong R.', 'Ye M.', 'Zhou J.', 'Xu S.-H.', 'Gu J.', 'Shi J.-X.', 'Jin W.-R.', 'Zhang C.-K.', 'Wu T.-M.', 'Huang G.-Y.', 'Chen Z.', 'Chen M.-D.', 'Chen J.-L.']
31~P43243~Complete sequencing and characterization of 21,243 full-length human cDNAs.~2004~['Ota T.', 'Suzuki Y.', 'Nishikawa T.', 'Otsuki T.', 'Sugiyama T.', 'Irie R.', 'Wakamatsu A.', 'Hayashi K.', 'Sato H.', 'Nagai K.', 'Kimura K.', 'Makita H.', 'Sekine M.', 'Obayashi M.', 'Nishi T.', 'Shibahara T.', 'Tanaka T.', 'Ishii S.', 'Yamamoto J.', 'Saito K.', 'Kawai Y.', 'Isono Y.', 'Nakamura Y.', 'Nagahari K.', 'Murakami K.', 'Yasuda T.', 'Iwayanagi T.', 'Wagatsuma M.', 'Shiratori A.', 'Sudo H.', 'Hosoiri T.', 'Kaku Y.', 'Kodaira H.', 'Kondo H.', 'Sugawara M.', 'Takahashi M.', 'Kanda K.', 'Yokoi T.', 'Furuya T.', 'Kikkawa E.', 'Omura Y.', 'Abe K.', 'Kamihara K.', 'Katsuta N.', 'Sato K.', 'Tanikawa M.', 'Yamazaki M.', 'Ninomiya K.', 'Ishibashi T.', 'Yamashita H.', 'Murakawa K.', 'Fujimori K.', 'Tanai H.', 'Kimata M.', 'Watanabe M.', 'Hiraoka S.', 'Chiba Y.', 'Ishida S.', 'Ono Y.', 'Takiguchi S.', 'Watanabe S.', 'Yosida M.', 'Hotuta T.', 'Kusano J.', 'Kanehori K.', 'Takahashi-Fujii A.', 'Hara H.', 'Tanase T.-O.', 'Nomura Y.', 'Togiya S.', 'Komai F.', 'Hara R.', 'Takeuchi K.', 'Arita M.', 'Imose N.', 'Musashino K.', 'Yuuki H.', 'Oshima A.', 'Sasaki N.', 'Aotsuka S.', 'Yoshikawa Y.', 'Matsunawa H.', 'Ichihara T.', 'Shiohata N.', 'Sano S.', 'Moriya S.', 'Momiyama H.', 'Satoh N.', 'Takami S.', 'Terashima Y.', 'Suzuki O.', 'Nakagawa S.', 'Senoh A.', 'Mizoguchi H.', 'Goto Y.', 'Shimizu F.', 'Wakebe H.', 'Hishigaki H.', 'Watanabe T.', 'Sugiyama A.', 'Takemoto M.', 'Kawakami B.', 'Yamazaki M.', 'Watanabe K.', 'Kumagai A.', 'Itakura S.', 'Fukuzumi Y.', 'Fujimori Y.', 'Komiyama M.', 'Tashiro H.', 'Tanigami A.', 'Fujiwara T.', 'Ono T.', 'Yamada K.', 'Fujii Y.', 'Ozaki K.', 'Hirao M.', 'Ohmori Y.', 'Kawabata A.', 'Hikiji T.', 'Kobatake N.', 'Inagaki H.', 'Ikema Y.', 'Okamoto S.', 'Okitani R.', 'Kawakami T.', 'Noguchi S.', 'Itoh T.', 'Shigeta K.', 'Senba T.', 'Matsumura K.', 'Nakajima Y.', 'Mizuno T.', 'Morinaga M.', 'Sasaki M.', 'Togashi T.', 'Oyama M.', 'Hata H.', 'Watanabe M.', 'Komatsu T.', 'Mizushima-Sugano J.', 'Satoh T.', 'Shirai Y.', 'Takahashi Y.', 'Nakagawa K.', 'Okumura K.', 'Nagase T.', 'Nomura N.', 'Kikuchi H.', 'Masuho Y.', 'Yamashita R.', 'Nakai K.', 'Yada T.', 'Nakamura Y.', 'Ohara O.', 'Isogai T.', 'Sugano S.']
32~P43243~The DNA sequence and comparative analysis of human chromosome 5.~2004~['Schmutz J.', 'Martin J.', 'Terry A.', 'Couronne O.', 'Grimwood J.', 'Lowry S.', 'Gordon L.A.', 'Scott D.', 'Xie G.', 'Huang W.', 'Hellsten U.', 'Tran-Gyamfi M.', 'She X.', 'Prabhakar S.', 'Aerts A.', 'Altherr M.', 'Bajorek E.', 'Black S.', 'Branscomb E.', 'Caoile C.', 'Challacombe J.F.', 'Chan Y.M.', 'Denys M.', 'Detter J.C.', 'Escobar J.', 'Flowers D.', 'Fotopulos D.', 'Glavina T.', 'Gomez M.', 'Gonzales E.', 'Goodstein D.', 'Grigoriev I.', 'Groza M.', 'Hammon N.', 'Hawkins T.', 'Haydu L.', 'Israni S.', 'Jett J.', 'Kadner K.', 'Kimball H.', 'Kobayashi A.', 'Lopez F.', 'Lou Y.', 'Martinez D.', 'Medina C.', 'Morgan J.', 'Nandkeshwar R.', 'Noonan J.P.', 'Pitluck S.', 'Pollard M.', 'Predki P.', 'Priest J.', 'Ramirez L.', 'Retterer J.', 'Rodriguez A.', 'Rogers S.', 'Salamov A.', 'Salazar A.', 'Thayer N.', 'Tice H.', 'Tsai M.', 'Ustaszewska A.', 'Vo N.', 'Wheeler J.', 'Wu K.', 'Yang J.', 'Dickson M.', 'Cheng J.-F.', 'Eichler E.E.', 'Olsen A.', 'Pennacchio L.A.', 'Rokhsar D.S.', 'Richardson P.', 'Lucas S.M.', 'Myers R.M.', 'Rubin E.M.']
33~Q9UPU9~The DNA sequence and analysis of human chromosome 14.~2003~['Heilig R.', 'Eckenberg R.', 'Petit J.-L.', 'Fonknechten N.', 'Da Silva C.', 'Cattolico L.', 'Levy M.', 'Barbe V.', 'De Berardinis V.', 'Ureta-Vidal A.', 'Pelletier E.', 'Vico V.', 'Anthouard V.', 'Rowen L.', 'Madan A.', 'Qin S.', 'Sun H.', 'Du H.', 'Pepin K.', 'Artiguenave F.', 'Robert C.', 'Cruaud C.', 'Bruels T.', 'Jaillon O.', 'Friedlander L.', 'Samson G.', 'Brottier P.', 'Cure S.', 'Segurens B.', 'Aniere F.', 'Samain S.', 'Crespeau H.', 'Abbasi N.', 'Aiach N.', 'Boscus D.', 'Dickhoff R.', 'Dors M.', 'Dubois I.', 'Friedman C.', 'Gouyvenoux M.', 'James R.', 'Madan A.', 'Mairey-Estrada B.', 'Mangenot S.', 'Martins N.', 'Menard M.', 'Oztas S.', 'Ratcliffe A.', 'Shaffer T.', 'Trask B.', 'Vacherie B.', 'Bellemere C.', 'Belser C.', 'Besnard-Gonnet M.', 'Bartol-Mavel D.', 'Boutard M.', 'Briez-Silla S.', 'Combette S.', 'Dufosse-Laurent V.', 'Ferron C.', 'Lechaplais C.', 'Louesse C.', 'Muselet D.', 'Magdelenat G.', 'Pateau E.', 'Petit E.', 'Sirvain-Trukniewicz P.', 'Trybou A.', 'Vega-Czarny N.', 'Bataille E.', 'Bluet E.', 'Bordelais I.', 'Dubois M.', 'Dumont C.', 'Guerin T.', 'Haffray S.', 'Hammadi R.', 'Muanga J.', 'Pellouin V.', 'Robert D.', 'Wunderle E.', 'Gauguet G.', 'Roy A.', 'Sainte-Marthe L.', 'Verdier J.', 'Verdier-Discala C.', 'Hillier L.W.', 'Fulton L.', 'McPherson J.', 'Matsuda F.', 'Wilson R.', 'Scarpelli C.', 'Gyapay G.', 'Wincker P.', 'Saurin W.', 'Quetier F.', 'Waterston R.', 'Hood L.', 'Weissenbach J.']
34~Q9UPU9~ ~2001~['Guo J.H.', 'Yu L.']
35~Q9UPU9~The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).~2004~ 
36~Q9UPU9~Complete sequencing and characterization of 21,243 full-length human cDNAs.~2004~['Ota T.', 'Suzuki Y.', 'Nishikawa T.', 'Otsuki T.', 'Sugiyama T.', 'Irie R.', 'Wakamatsu A.', 'Hayashi K.', 'Sato H.', 'Nagai K.', 'Kimura K.', 'Makita H.', 'Sekine M.', 'Obayashi M.', 'Nishi T.', 'Shibahara T.', 'Tanaka T.', 'Ishii S.', 'Yamamoto J.', 'Saito K.', 'Kawai Y.', 'Isono Y.', 'Nakamura Y.', 'Nagahari K.', 'Murakami K.', 'Yasuda T.', 'Iwayanagi T.', 'Wagatsuma M.', 'Shiratori A.', 'Sudo H.', 'Hosoiri T.', 'Kaku Y.', 'Kodaira H.', 'Kondo H.', 'Sugawara M.', 'Takahashi M.', 'Kanda K.', 'Yokoi T.', 'Furuya T.', 'Kikkawa E.', 'Omura Y.', 'Abe K.', 'Kamihara K.', 'Katsuta N.', 'Sato K.', 'Tanikawa M.', 'Yamazaki M.', 'Ninomiya K.', 'Ishibashi T.', 'Yamashita H.', 'Murakawa K.', 'Fujimori K.', 'Tanai H.', 'Kimata M.', 'Watanabe M.', 'Hiraoka S.', 'Chiba Y.', 'Ishida S.', 'Ono Y.', 'Takiguchi S.', 'Watanabe S.', 'Yosida M.', 'Hotuta T.', 'Kusano J.', 'Kanehori K.', 'Takahashi-Fujii A.', 'Hara H.', 'Tanase T.-O.', 'Nomura Y.', 'Togiya S.', 'Komai F.', 'Hara R.', 'Takeuchi K.', 'Arita M.', 'Imose N.', 'Musashino K.', 'Yuuki H.', 'Oshima A.', 'Sasaki N.', 'Aotsuka S.', 'Yoshikawa Y.', 'Matsunawa H.', 'Ichihara T.', 'Shiohata N.', 'Sano S.', 'Moriya S.', 'Momiyama H.', 'Satoh N.', 'Takami S.', 'Terashima Y.', 'Suzuki O.', 'Nakagawa S.', 'Senoh A.', 'Mizoguchi H.', 'Goto Y.', 'Shimizu F.', 'Wakebe H.', 'Hishigaki H.', 'Watanabe T.', 'Sugiyama A.', 'Takemoto M.', 'Kawakami B.', 'Yamazaki M.', 'Watanabe K.', 'Kumagai A.', 'Itakura S.', 'Fukuzumi Y.', 'Fujimori Y.', 'Komiyama M.', 'Tashiro H.', 'Tanigami A.', 'Fujiwara T.', 'Ono T.', 'Yamada K.', 'Fujii Y.', 'Ozaki K.', 'Hirao M.', 'Ohmori Y.', 'Kawabata A.', 'Hikiji T.', 'Kobatake N.', 'Inagaki H.', 'Ikema Y.', 'Okamoto S.', 'Okitani R.', 'Kawakami T.', 'Noguchi S.', 'Itoh T.', 'Shigeta K.', 'Senba T.', 'Matsumura K.', 'Nakajima Y.', 'Mizuno T.', 'Morinaga M.', 'Sasaki M.', 'Togashi T.', 'Oyama M.', 'Hata H.', 'Watanabe M.', 'Komatsu T.', 'Mizushima-Sugano J.', 'Satoh T.', 'Shirai Y.', 'Takahashi Y.', 'Nakagawa K.', 'Okumura K.', 'Nagase T.', 'Nomura N.', 'Kikuchi H.', 'Masuho Y.', 'Yamashita R.', 'Nakai K.', 'Yada T.', 'Nakamura Y.', 'Ohara O.', 'Isogai T.', 'Sugano S.']
